stud.id,name,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
183489,"Sloan, David",Male,24,175,71,Other,1.34,2nd,Biology,Social Sciences,NA,NA,0,0,NA
369866,"Xiong, Pablo",Male,20,165,69.3,Protestant,1.87,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
168476,"Young, Mikal",Male,22,174,74.9,Catholic,1.76,6th,Economics and Finance,Political Science,65,65,0,1,43379.77831
724925,"Lucero, Jasmine",Female,21,162,65.3,Other,3.33,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
350299,"Briones, Jordon",Male,24,160,63,Protestant,4,1st,Social Sciences,Political Science,NA,NA,0,0,NA
443848,"Mccloud, Henry",Male,25,170,71.5,Other,1.5,4th,Biology,Environmental Sciences,81,80,1,0,NA
601421,"Afalava, Luis",Male,24,197,99.9,Catholic,2.72,4th,Environmental Sciences,Biology,64,70,1,1,40460.52043
949850,"Hendrix-Wilcox, Amanda",Female,50,149,62.5,Catholic,2.29,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
234831,"Groff, Sadie",Female,20,165,69.7,Other,2.57,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
531417,"Watts, Tracy",Female,21,159,58.9,Catholic,1.62,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
272563,"Berry, Ryan",Male,21,178,78.2,Other,2.7,3rd,Mathematics and Statistics,Environmental Sciences,84,89,0,0,NA
207911,"Khan, Raul",Male,19,180,81.7,Catholic,2.04,5th,Economics and Finance,Mathematics and Statistics,64,65,0,0,NA
261845,"Boulier, Derek",Male,20,169,71.8,Catholic,1.62,3rd,Political Science,Economics and Finance,58,59,0,0,NA
182135,"Siriphanh, Wilbur",Male,19,169,72.5,Catholic,1.57,6th,Mathematics and Statistics,Political Science,84,86,0,0,NA
560677,"Dufresne, Jake",Male,25,172,68,Orthodox,1.83,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
802354,"Cardona, Alexis",Female,24,170,72.3,Catholic,3.31,4th,Political Science,Social Sciences,57,55,1,0,NA
752528,"Magno, Sergio",Male,21,179,80.2,Other,3.76,5th,Environmental Sciences,Economics and Finance,75,73,1,1,42062.54593
192380,"Mcconnell, Keegan",Male,43,173,76.1,Other,2.22,5th,Mathematics and Statistics,Environmental Sciences,90,92,1,1,41373.01415
637160,"Valenzuela, Monica",Female,48,159,69.9,Catholic,1.07,4th,Mathematics and Statistics,Environmental Sciences,86,87,0,0,NA
432921,"Washington, Monica",Female,21,169,69.2,Catholic,1.16,1st,Social Sciences,Biology,NA,NA,0,0,NA
832270,"Clift, Navkirat",Male,21,183,77,Catholic,1.06,6th,Mathematics and Statistics,Environmental Sciences,83,90,1,1,65013.0088
550938,"Short, Allen",Male,21,182,83,Protestant,1.1,3rd,Environmental Sciences,Economics and Finance,82,68,0,0,NA
266112,"Yang, Isidro",Male,23,170,70.8,Orthodox,1.62,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
730304,"Cabriales Ruiz, Angie",Female,21,151,61.8,Protestant,1.45,4th,Political Science,Economics and Finance,57,69,0,0,NA
770459,"Lish, Christian",Male,22,184,78.8,Other,2.36,4th,Environmental Sciences,Economics and Finance,64,73,1,1,37668.89026
194438,"Douglas, Daniel",Male,20,183,83.6,Protestant,3.97,5th,Social Sciences,Mathematics and Statistics,49,51,1,1,35881.7362
853592,"Garcia, Miriah",Female,23,166,65.4,Catholic,1.4,3rd,Social Sciences,Mathematics and Statistics,41,51,1,0,NA
775350,"Cruz, Ashley",Female,21,168,68.1,Other,2.42,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
190305,"Ortiz, Kaylie",Female,20,164,64.6,Other,2.87,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
398228,"Chambers, Kayla",Female,21,168,69.6,Other,1.64,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
695605,"Trejo, Tanisha",Female,24,170,67.4,Protestant,2.7,1st,Biology,Social Sciences,NA,NA,0,0,NA
891369,"Martinez, Jessica",Female,23,157,62.3,Protestant,2.07,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
291240,"Choi, Anthony",Male,21,165,69.9,Protestant,1.28,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
597357,"Atencio, Trysten",Female,22,165,68.4,Other,1.04,4th,Biology,Mathematics and Statistics,75,87,1,1,35816.24021
129428,"Claiborne, Drew",Male,20,173,70.3,Muslim,2.46,3rd,Political Science,Economics and Finance,54,56,0,0,NA
427381,"Jones, Emily",Female,21,170,73.4,Muslim,1.97,4th,Biology,Mathematics and Statistics,74,78,0,0,NA
419254,"Pinto, Gaston",Male,24,180,78.2,Protestant,1.27,3rd,Economics and Finance,Political Science,66,66,1,0,NA
974168,"Holley-Bergin, Briana",Female,20,162,64.1,Catholic,1.5,3rd,Economics and Finance,Political Science,70,71,0,0,NA
695252,"Swiney, Sydni",Female,19,163,68.1,Orthodox,2.05,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
892039,"Keyer, Brandon",Male,23,188,85.6,Other,2.29,6th,Environmental Sciences,Political Science,75,74,1,1,38304.95905
277244,"Vigil, Nelson",Male,22,180,79.9,Protestant,3.1,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
224123,"Herrera, Steven",Male,21,191,90.4,Catholic,3.75,1st,Biology,Economics and Finance,NA,NA,0,0,NA
770784,"Acosta, Marlena",Female,21,155,64.5,Protestant,2.13,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
498608,"Bean, Trevor",Male,23,172,74.2,Orthodox,1.06,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
247778,"Fernandez, David",Male,18,172,75.5,Other,2.04,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
459056,"Smith, Justin",Male,20,177,75.5,Catholic,3.44,4th,Economics and Finance,Mathematics and Statistics,65,67,0,0,NA
879526,"Tanner, Michael",Male,21,177,77.2,Catholic,1.81,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
834001,"Omotosho, Alexis",Female,21,144,55,Other,3.42,6th,Political Science,Economics and Finance,49,57,1,1,33726.58383
513000,"Porco, Daniel",Male,22,178,80.5,Other,1.09,3rd,Mathematics and Statistics,Political Science,91,89,1,0,NA
212642,"Mair, Daisy",Female,26,161,67.5,Other,3.61,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
764426,"Verde, Thien",Male,24,183,83,Orthodox,3.01,>6th,Economics and Finance,Social Sciences,61,64,0,0,NA
744270,"Um, Brandon",Male,20,168,70.7,Other,1.77,4th,Economics and Finance,Social Sciences,68,69,1,0,NA
661280,"Lamorie, Nancy",Female,20,181,77.6,Catholic,3.7,5th,Environmental Sciences,Political Science,72,72,1,1,39403.4831
694180,"Denning, Jonathan",Male,18,186,84.2,Protestant,1.23,4th,Mathematics and Statistics,Environmental Sciences,87,93,1,1,64525.11155
637261,"Betz, Kyle",Male,23,169,70.1,Protestant,1.45,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
415302,"Alex, Brendan",Male,21,171,73.2,Catholic,3.65,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
859928,"Nguyen, Joshua",Male,21,182,81.2,Other,3.2,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
663683,"Agyei, Stephanie",Female,21,152,60.1,Catholic,1.52,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
678651,"Yates, Levi",Male,23,175,74,Protestant,1.05,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
949691,"Villejo, Jade",Female,21,157,65.8,Catholic,1.09,3rd,Mathematics and Statistics,Political Science,85,95,1,0,NA
506119,"Salido, Michael",Male,23,189,88.5,Catholic,1.57,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
396355,"Rikke, Ja Von",Male,19,157,65.3,Other,2.04,6th,Biology,Environmental Sciences,74,78,1,1,37625.68727
152996,"Tillman, Kyle",Male,20,181,81.4,Protestant,3.91,4th,Political Science,Mathematics and Statistics,59,50,0,0,NA
765912,"Bauer, Alexis",Female,20,173,72.5,Other,3.72,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
369272,"Zhao, Anthony",Male,22,174,73.6,Other,1.44,3rd,Political Science,Mathematics and Statistics,52,62,1,0,NA
388459,"Thirumalai, Quarmarius",Male,20,183,88.4,Catholic,1.13,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
318277,"Swiney, Kesang",Female,20,154,61.4,Orthodox,1.14,4th,Environmental Sciences,Mathematics and Statistics,71,84,1,1,31982.90479
701439,"Bajwa, Anthony",Male,25,163,65.4,Other,3.54,6th,Environmental Sciences,Biology,68,75,1,1,37064.63282
167586,"Holmes Jr, Nikhil",Male,23,176,73.3,Protestant,2.36,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
652480,"Atencio, Yesenia",Female,22,157,63.3,Other,2.73,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
244393,"Eydi Shahroodi, Joshua",Male,20,168,74.1,Orthodox,3.16,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
942239,"Kodani, Deangelo",Male,21,191,89.8,Other,1.08,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
711627,"Hom, Carinton",Male,18,182,79,Catholic,3.46,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
457493,"Jarvis, Jayree",Female,19,173,72.7,Other,1.43,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
696684,"Dintaman, Muhammad",Male,20,176,71.6,Protestant,1.69,6th,Economics and Finance,Environmental Sciences,62,63,0,1,71467.89992
530824,"Tan, Tristin",Male,22,170,65.8,Protestant,1.79,5th,Mathematics and Statistics,Biology,89,86,0,1,58670.84946
290462,"Spriggs, Christopher",Male,18,187,84.4,Catholic,2.87,>6th,Environmental Sciences,Biology,70,76,1,1,37691.92767
965274,"Miranda, Larissa",Female,20,150,57.6,Catholic,1.35,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
384134,"Smith, Danica",Female,22,167,71.2,Catholic,1.14,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
540951,"Dayton, Amanda",Female,24,163,69.2,Protestant,1.55,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
272230,"Blevans, Christopher",Male,22,175,74.3,Other,1.13,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
932496,"Villalobos-Valdez, Denajae",Female,21,157,59.1,Other,1.12,>6th,Social Sciences,Mathematics and Statistics,40,41,1,1,37036.28314
124573,"Beltran-Garfio, Nicole",Female,19,164,71.1,Catholic,2.29,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
766769,"Towne, Rajiv",Male,35,179,78.7,Other,2.49,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
538530,"Moses, Jeffrey",Male,60,180,77.9,Catholic,3.47,6th,Social Sciences,Political Science,45,49,1,1,39758.05095
383609,"Asakawa, Kailon",Male,21,192,88.6,Protestant,3.13,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
824590,"Harris, Rhemedio",Male,19,175,74.7,Catholic,1.71,4th,Biology,Mathematics and Statistics,75,81,1,0,NA
195524,"Chacon, Peter",Male,20,186,84.4,Other,3.35,>6th,Environmental Sciences,Biology,67,79,1,1,43101.36476
970472,"Zheng, Phoenix",Male,20,175,75.1,Catholic,2.18,1st,Economics and Finance,Biology,NA,NA,0,0,NA
192886,"Odenthal, Berenice",Female,25,159,62.5,Catholic,2.91,3rd,Political Science,Social Sciences,55,57,1,0,NA
616610,"Ovilus, Alexa",Female,20,163,68.8,Protestant,1.22,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
450798,"Rodriguez, Latosha",Female,21,158,62.3,Other,2.74,3rd,Political Science,Economics and Finance,59,48,0,0,NA
139714,"Wilson, Emiko",Female,21,160,63.7,Catholic,2.73,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
462969,"Williams, Daniel",Male,21,178,75.4,Catholic,1.21,6th,Environmental Sciences,Biology,69,74,1,0,NA
308805,"Le, Mathew",Male,23,182,82.7,Catholic,2.67,4th,Mathematics and Statistics,Social Sciences,90,90,0,1,59001.48731
587935,"Morris, Conner",Male,21,181,79.5,Other,2.37,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
307257,"Lininger, Stevie",Female,21,166,71.3,Other,1.09,5th,Economics and Finance,Biology,64,68,1,0,NA
507527,"Trujillo, Angel",Female,21,154,63.4,Orthodox,1.31,1st,Biology,Political Science,NA,NA,0,0,NA
311317,"Zeng, Patrick",Male,19,177,75.3,Protestant,2.32,6th,Social Sciences,Economics and Finance,39,50,1,1,21722.33876
219804,"Zhang, Andre",Male,39,174,73,Catholic,2.47,3rd,Biology,Political Science,77,81,1,0,NA
334855,"Houck, Patrick",Male,20,183,80,Protestant,2.33,5th,Biology,Social Sciences,78,81,1,1,56717.13858
788765,"Lightfoot, Johnny",Male,22,181,76.8,Catholic,3.87,6th,Economics and Finance,Environmental Sciences,67,66,1,1,51518.15402
944446,"Watchman, Aaron",Male,21,186,83.4,Other,1.88,>6th,Economics and Finance,Environmental Sciences,64,65,1,1,55664.49541
462584,"Kapoor, Isaiah",Male,20,183,80.6,Other,1.82,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
202148,"Emert, Brandon",Male,24,180,77.2,Other,1.99,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
742986,"Zamzes, Lyndsi",Female,20,169,68.6,Orthodox,1.98,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
633171,"Mosqueda, Miriam",Female,21,163,66.6,Protestant,1.81,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
493408,"Oda, Talon",Male,19,180,77.6,Protestant,1.38,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
566236,"Lopez, Zhana",Female,21,173,71.8,Catholic,1.57,4th,Biology,Economics and Finance,77,73,1,1,43724.38626
883456,"Lukens, Lisa",Female,19,161,65.4,Catholic,3.93,5th,Environmental Sciences,Mathematics and Statistics,82,81,0,0,NA
492124,"Ruiz, Adara",Female,21,170,68.9,Catholic,3.18,3rd,Social Sciences,Biology,43,38,0,0,NA
879277,"Lansing, Noah",Male,23,174,71.1,Muslim,1.21,5th,Economics and Finance,Biology,63,73,0,1,39862.09827
466845,"Creighton Howard, Andrew",Male,22,188,87.9,Catholic,1.12,4th,Economics and Finance,Environmental Sciences,63,72,0,0,NA
560871,"Mangisel, Christopher",Male,21,175,75.7,Catholic,1.75,4th,Mathematics and Statistics,Environmental Sciences,80,90,1,0,NA
561670,"Nwairo, Ivy",Female,20,162,63.3,Orthodox,1.23,5th,Environmental Sciences,Social Sciences,71,76,1,1,24297.1551
731851,"Boykin, Niquole",Female,22,169,67.4,Orthodox,3.33,3rd,Biology,Social Sciences,75,75,1,0,NA
339089,"Richardson, Wayne",Male,20,174,68.4,Orthodox,2.21,3rd,Environmental Sciences,Biology,77,67,0,0,NA
822432,"Lester, Courtney",Female,23,174,75.8,Catholic,3.38,4th,Economics and Finance,Mathematics and Statistics,58,61,0,0,NA
478134,"Her, Luis",Male,20,178,73.3,Catholic,3.42,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
741295,"Garvin, Jasmine",Female,23,163,67.9,Catholic,1.13,4th,Political Science,Biology,42,57,0,0,NA
327389,"Young Jackson, Mariah",Female,20,166,67.7,Protestant,1.48,5th,Mathematics and Statistics,Environmental Sciences,84,88,0,1,40562.7449
261270,"Wang, Devin",Male,55,188,85,Protestant,1.33,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
649588,"Anderson, Shelen",Female,23,168,70.7,Catholic,3.33,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
755314,"Dao, Malcolm",Male,21,176,75.3,Other,3.68,3rd,Social Sciences,Political Science,47,57,1,0,NA
946325,"Escalante Ortiz, Larain",Female,19,171,71,Orthodox,1.08,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
948224,"Favors, Tommy",Male,27,166,65.8,Protestant,2.7,6th,Political Science,Economics and Finance,54,49,1,1,32704.01887
443429,"West, Rachel",Female,19,166,70.8,Catholic,2.59,4th,Political Science,Social Sciences,61,43,1,0,NA
840594,"Martinez, Tanya",Female,43,178,78.6,Other,1.27,5th,Political Science,Biology,61,56,1,0,NA
468308,"Mcneal, Lucas",Male,23,173,71.8,Other,1.28,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
300154,"Abeyta, Bertha",Female,21,156,64,Orthodox,2.19,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
688102,"Cheema, Ali",Male,47,178,79.4,Catholic,2.22,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
437053,"Lopez, Genesis",Female,21,163,66.2,Protestant,1.27,4th,Economics and Finance,Environmental Sciences,62,67,1,0,NA
206514,"Walck, Sam",Male,19,186,82,Protestant,1.71,5th,Biology,Mathematics and Statistics,78,81,1,1,49372.54091
303005,"Abel, Belinda",Female,22,163,60.8,Catholic,1.54,4th,Economics and Finance,Environmental Sciences,66,54,1,0,NA
712097,"Linscome, Anthony",Male,19,172,71.6,Protestant,2.48,4th,Political Science,Social Sciences,57,65,1,0,NA
755701,"Bui, Kenny",Male,22,182,81.2,Catholic,3.56,6th,Biology,Social Sciences,76,80,1,1,49485.36939
216114,"Ralpho, Elijah",Male,23,186,81.7,Protestant,3.16,6th,Biology,Social Sciences,77,78,0,0,NA
667329,"Downey, Baltazar",Male,23,181,82.9,Catholic,1.62,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
640025,"Ho, Aaron",Male,19,171,71.5,Other,3.38,2nd,Biology,Political Science,NA,NA,0,0,NA
636345,"Sandoval, Jasmin",Female,19,166,69.8,Other,3.37,3rd,Social Sciences,Political Science,48,43,1,0,NA
189369,"Miller, Jordan",Male,22,180,73.8,Other,1.82,>6th,Social Sciences,Political Science,40,43,1,1,33108.64524
404902,"Gloria, Dajana",Female,21,174,74.4,Other,2.59,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
960892,"Martinez, Jesse",Male,22,183,83.8,Other,1.01,3rd,Environmental Sciences,Biology,69,77,0,0,NA
119167,"Jun, Leon",Male,22,172,73,Protestant,1.16,3rd,Economics and Finance,Political Science,72,67,1,0,NA
907903,"Chase, Surra",Male,39,186,81.8,Catholic,1.69,6th,Political Science,Environmental Sciences,49,56,1,1,30375.19115
818041,"Carpinelli, Mitchel",Male,53,177,79.6,Other,2.28,1st,Biology,Political Science,NA,NA,0,0,NA
157233,"Kim, Salvador",Male,20,180,83.7,Catholic,3.24,>6th,Mathematics and Statistics,Political Science,93,89,1,1,45926.40532
945489,"Bhakta, Jorge",Male,24,182,77.6,Other,2.8,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
230616,"Andales, Trevon",Male,21,171,69.4,Catholic,1.4,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
741781,"Ung, Devin",Male,19,180,77.3,Catholic,3.3,>6th,Economics and Finance,Social Sciences,76,63,0,1,49091.01011
669030,"Mo, Nathan",Male,23,171,68.2,Protestant,2.55,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
570626,"Sharza, Charles",Male,21,182,80.4,Catholic,2,1st,Economics and Finance,Biology,NA,NA,0,0,NA
819974,"Muetz, Bernardo",Male,21,186,81.6,Protestant,2.3,4th,Economics and Finance,Environmental Sciences,65,71,1,0,NA
224375,"Williams, Alanna",Female,61,168,65.5,Other,1.02,4th,Social Sciences,Biology,44,41,0,0,NA
293956,"Begay, Nicholas",Male,22,173,71.2,Protestant,1.92,4th,Environmental Sciences,Social Sciences,79,73,0,0,NA
806895,"Lancaster, Nadia",Female,22,152,66,Catholic,2.79,3rd,Political Science,Economics and Finance,55,49,1,0,NA
755108,"Kuch, Julio",Male,19,188,84.7,Other,2.6,6th,Mathematics and Statistics,Social Sciences,90,91,1,1,48449.52772
531454,"Yudina, Nina",Female,22,174,70.3,Catholic,2.67,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
155776,"Vo, Shawn",Male,19,186,80.3,Other,1.53,5th,Mathematics and Statistics,Economics and Finance,93,83,0,1,53178.73999
346393,"Bailey, Makayla",Female,21,166,65,Orthodox,2.71,1st,Social Sciences,Biology,NA,NA,0,0,NA
671183,"Son, Brendan",Male,20,155,61.7,Protestant,1.35,3rd,Economics and Finance,Environmental Sciences,62,72,1,0,NA
131200,"Zamora, Anthony",Male,22,171,72.4,Protestant,2.42,5th,Mathematics and Statistics,Biology,85,93,1,0,NA
448719,"Renteria, Alize",Female,23,181,76.6,Protestant,1.44,5th,Social Sciences,Political Science,44,43,1,0,NA
538775,"Mason, Molly",Female,24,158,65.1,Other,1.13,3rd,Social Sciences,Environmental Sciences,51,48,0,0,NA
826573,"Poonpiset, Caleb",Male,19,180,79.1,Other,1.35,3rd,Environmental Sciences,Biology,69,79,0,0,NA
789772,"Williams, Dre'Von",Male,22,181,73,Protestant,1.69,3rd,Mathematics and Statistics,Political Science,89,95,1,0,NA
321865,"Brown, Cindy",Female,22,165,72.2,Catholic,2.07,3rd,Economics and Finance,Political Science,65,64,0,0,NA
812754,"Nunez Rodriguez, Megan",Female,20,152,59.8,Muslim,1.75,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
669137,"Holmes, Phuong",Female,24,158,64.8,Other,3.42,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
941419,"Choe, David",Male,20,154,63.5,Catholic,2.9,4th,Social Sciences,Biology,44,41,0,0,NA
249878,"Vang, Anthony",Male,19,180,82.5,Catholic,2.22,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
428018,"Barnes, Tsengel",Male,19,180,77.5,Orthodox,2.89,5th,Mathematics and Statistics,Biology,92,86,1,0,NA
131511,"Gallo, Tanaea",Female,21,162,67.1,Catholic,2.97,3rd,Social Sciences,Political Science,42,47,1,0,NA
476323,"Martinez, Jayda",Female,20,165,64.2,Catholic,3.03,>6th,Political Science,Social Sciences,59,54,0,0,NA
265103,"Mateo, Alexis",Female,22,155,62.8,Catholic,1.12,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
384049,"Gurule, Elizabeth",Female,24,167,64.4,Catholic,3.01,3rd,Political Science,Social Sciences,46,60,1,0,NA
832010,"Johnson, Brandon",Male,22,176,74.1,Catholic,1.62,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
208371,"Hill, Nicole",Female,23,165,65,Other,3.26,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
121875,"Johnson, Nicholas",Male,25,182,84.6,Catholic,1.72,2nd,Biology,Social Sciences,NA,NA,0,0,NA
701149,"Moreno, Gabriella",Female,22,149,62.4,Protestant,1.53,4th,Environmental Sciences,Biology,71,80,1,0,NA
750287,"Long, Malik",Male,22,188,89.1,Protestant,3.22,3rd,Mathematics and Statistics,Political Science,87,89,1,0,NA
